CUST NO.,XCOORD.,YCOORD.,DEMAND,READY TIME,DUE DATE,SERVICE TIME
1,40,50,0,0,1236,0
2,26,55,10,447,500,90
3,67,53,10,65,141,90
4,6,44,40,45,106,90
5,28,30,10,815,875,90
6,28,42,40,183,240,90
7,25,31,10,55,125,90
8,20,27,10,641,701,90
9,41,38,10,752,791,90
10,25,60,20,890,925,90
11,55,79,10,63,117,90
12,47,72,10,462,518,90
13,34,23,10,37,98,90
14,55,42,50,386,435,90
15,44,66,30,845,891,90
16,70,59,10,567,633,90
17,8,38,30,42,116,90
18,35,66,10,1021,1070,90
19,7,37,10,312,363,90
20,21,50,10,361,410,90
21,50,32,10,545,621,90
22,28,51,20,604,649,90
23,40,75,20,593,673,90
24,75,60,20,398,460,90
25,58,83,30,147,189,90
26,7,42,30,15,83,90
27,98,31,10,182,227,90
28,50,62,10,981,1061,90
29,59,76,20,1092,1138,90
30,22,78,40,732,780,90
31,55,30,10,516,587,90
32,61,56,10,338,390,90
33,44,72,10,864,926,90
34,67,65,10,682,758,90
35,24,29,10,974,1033,90
36,38,65,20,624,709,90
37,27,50,10,256,310,90
38,47,27,10,406,454,90
39,39,9,30,350,416,90
40,69,88,20,328,414,90
41,38,15,10,617,714,90
42,32,62,10,389,447,90
43,65,55,30,588,651,90
44,55,49,10,26,91,90
45,24,59,10,549,638,90
46,41,30,10,740,792,90
47,0,34,40,1018,1087,90
48,7,39,20,221,277,90
49,0,41,30,481,521,90
50,68,79,10,258,311,90
51,16,32,10,908,958,90
52,35,64,20,52,111,90
53,75,53,20,355,410,90
54,92,20,10,685,741,90
55,39,15,10,681,774,90
56,59,80,30,580,648,90
57,46,33,10,954,993,90
58,51,68,20,1013,1080,90
59,2,38,30,864,923,90
60,36,69,10,534,603,90
61,44,2,20,239,288,90
62,49,25,10,848,904,90
63,35,47,10,22,85,90
64,98,28,10,474,562,90
65,24,53,10,104,183,90
66,53,71,30,836,889,90
67,64,54,20,59,127,90
68,60,32,50,244,287,90
69,42,69,20,135,178,90
70,55,77,10,521,578,90
71,49,33,20,287,360,90
72,20,54,10,425,476,90
73,47,25,10,638,698,90
74,38,36,10,864,926,90
75,29,6,20,637,694,90
76,39,70,10,750,812,90
77,57,53,10,775,836,90
78,0,40,20,425,477,90
79,31,31,10,0,64,90
80,70,90,30,561,625,90
81,49,35,50,146,194,90
82,49,67,10,925,980,90
83,49,37,10,922,967,90
84,51,29,20,764,813,90
85,26,50,10,353,402,90
86,88,31,10,838,909,90
87,24,31,10,916,970,90
88,53,41,50,799,862,90
89,98,30,20,369,423,90
90,59,78,10,752,848,90
91,88,46,20,163,220,90
92,66,81,30,606,643,90
93,39,67,10,47,113,90
94,24,53,20,593,631,90
95,11,75,20,39,92,90
96,82,19,10,765,809,90
97,57,83,10,736,824,90
98,39,14,30,470,535,90
99,56,26,10,493,541,90
100,19,87,10,554,602,90
101,50,71,20,952,1033,90
102,53,35,50,340,397,90
103,34,4,30,355,410,90
104,42,78,20,1035,1112,90
105,79,58,20,382,437,90
106,24,90,20,648,713,90
107,96,38,10,193,249,90
108,33,52,20,331,403,90
109,35,66,20,448,501,90
110,72,57,10,96,164,90
111,0,42,10,677,722,90
112,22,76,30,29,88,90
113,47,71,10,976,1039,90
114,95,28,10,444,527,90
115,46,43,10,96,159,90
116,24,31,10,606,666,90
117,30,54,20,526,590,90
118,49,27,10,207,271,90
119,32,51,10,38,93,90
120,27,36,10,934,997,90
121,73,64,20,482,546,90
122,0,46,30,670,705,90
123,74,64,20,469,522,90
124,56,70,20,346,413,90
125,95,31,10,511,573,90
126,58,87,10,307,353,90
127,87,33,20,106,177,90
128,72,56,10,227,295,90
129,72,58,30,137,209,90
130,78,56,10,291,351,90
131,1,41,20,379,441,90
132,25,58,10,765,810,90
133,96,34,20,1089,1140,90
134,70,48,30,539,599,90
135,41,66,10,844,898,90
136,32,30,20,66,154,90
137,45,5,30,276,344,90
138,18,82,10,230,291,90
139,21,32,10,595,655,90
140,35,35,10,689,738,90
141,61,57,10,715,788,90
142,17,82,10,270,334,90
143,27,51,20,542,604,90
144,63,73,20,557,617,90
145,32,46,10,0,67,90
146,47,11,40,175,250,90
147,29,54,10,268,338,90
148,25,86,40,297,339,90
149,39,66,10,423,493,90
150,22,39,10,956,1012,90
151,10,44,10,706,754,90
152,50,63,20,702,767,90
153,38,0,20,595,647,90
154,63,50,20,75,143,90
155,32,47,20,1018,1091,90
156,21,31,10,742,814,90
157,41,17,10,75,138,90
158,26,37,30,235,315,90
159,3,45,40,149,223,90
160,66,87,40,428,467,90
161,51,88,20,447,530,90
162,58,70,20,7,61,90
163,34,54,10,0,72,90
164,45,8,20,247,295,90
165,31,19,40,5,60,90
166,93,22,10,793,831,90
167,88,31,30,0,75,90
168,22,75,20,170,219,90
169,30,34,10,530,593,90
170,28,51,20,878,963,90
171,67,65,30,535,590,90
172,46,67,10,65,145,90
173,56,38,50,964,1023,90
174,29,36,20,121,203,90
175,26,57,10,755,792,90
176,97,27,30,441,498,90
177,52,32,50,395,463,90
178,42,62,30,823,875,90
179,94,33,10,121,178,90
180,16,55,20,594,630,90
181,45,33,10,829,867,90
182,27,39,10,168,243,90
183,34,28,10,701,760,90
184,8,45,20,742,799,90
185,0,48,20,517,578,90
186,49,66,20,184,251,90
187,40,68,10,79,165,90
188,47,64,10,85,174,90
189,98,25,30,360,437,90
190,51,37,10,713,749,90
191,50,38,10,558,613,90
192,56,39,10,669,735,90
193,90,32,10,496,558,90
194,11,40,30,0,70,90
195,23,81,20,638,709,90
196,90,35,20,72,133,90
197,38,44,10,0,64,90
198,34,12,10,589,679,90
199,11,38,20,189,228,90
200,17,71,30,0,64,90
201,22,40,10,1044,1110,90
202,26,29,30,518,571,90
203,43,37,10,0,57,90
204,8,49,20,725,789,90
205,31,55,10,707,763,90
206,32,15,40,17,81,90
207,73,51,20,68,115,90
208,34,25,10,588,643,90
209,60,60,10,291,331,90
210,9,81,20,916,1005,90
211,85,24,10,424,467,90
212,40,12,30,464,526,90
213,31,35,10,395,455,90
214,44,37,10,70,122,90
215,49,37,20,995,1065,90
216,43,34,10,568,605,90
217,35,64,20,949,1035,90
218,47,73,10,505,581,90
219,57,73,30,130,173,90
220,52,52,10,42,122,90
221,100,36,20,270,343,90
222,63,84,30,222,285,90
223,32,30,10,229,292,90
224,47,34,20,233,285,90
225,88,35,10,660,724,90
226,32,62,20,552,633,90
227,49,31,10,924,979,90
228,11,79,10,211,261,90
229,75,53,10,264,330,90
230,2,49,10,634,689,90
231,46,11,40,213,282,90
232,100,32,20,344,419,90
233,38,11,40,378,453,90
234,39,68,10,516,570,90
235,61,83,20,123,170,90
236,93,31,30,66,157,90
237,43,68,20,119,200,90
238,62,49,20,75,137,90
239,22,75,40,18,64,90
240,25,52,10,747,798,90
241,28,47,10,69,144,90
242,6,46,40,74,141,90
243,29,31,10,608,654,90
244,1,36,40,66,124,90
245,89,35,20,166,224,90
246,38,37,10,905,960,90
247,98,31,10,545,610,90
248,84,41,20,790,864,90
249,88,26,10,684,733,90
250,40,72,20,996,1067,90
251,67,92,40,482,537,90
252,99,37,30,48,112,90
253,32,27,10,598,646,90
254,55,30,10,534,616,90
255,47,28,10,631,697,90
256,57,71,20,37,97,90
257,72,54,10,118,177,90
258,87,33,30,65,158,90
259,58,32,50,314,373,90
260,31,44,10,705,740,90
261,45,38,50,181,239,90
262,58,58,10,834,877,90
263,36,19,10,604,682,90
264,33,33,10,248,310,90
265,43,13,40,124,194,90
266,60,77,10,104,166,90
267,23,63,10,481,521,90
268,35,32,10,448,513,90
269,44,66,20,241,329,90
270,2,45,10,692,753,90
271,57,55,10,847,899,90
272,24,34,10,904,972,90
273,25,46,10,33,94,90
274,50,34,10,199,258,90
275,33,35,10,259,315,90
276,57,81,10,767,855,90
277,67,55,10,229,299,90
278,11,41,20,200,248,90
279,38,66,10,493,571,90
280,6,43,10,691,747,90
281,36,24,10,385,432,90
282,86,33,10,446,514,90
283,22,59,10,313,367,90
284,37,37,10,1,68,90
285,73,87,20,637,701,90
286,27,3,20,157,237,90
287,68,51,10,195,272,90
288,61,86,40,425,478,90
289,87,32,10,396,466,90
290,63,65,30,659,731,90
291,31,32,10,788,860,90
292,67,90,40,403,437,90
293,39,33,10,753,791,90
294,50,33,10,805,879,90
295,45,44,50,1065,1101,90
296,27,37,10,363,424,90
297,33,51,10,784,847,90
298,29,24,10,534,587,90
299,84,23,10,825,897,90
300,41,7,20,192,257,90
301,34,29,10,107,180,90
302,26,85,10,592,653,90
303,60,74,10,113,163,90
304,27,53,10,627,699,90
305,96,37,10,80,140,90
306,62,58,10,77,134,90
307,69,76,30,171,209,90
308,48,11,40,249,318,90
309,26,84,20,631,697,90
310,78,56,10,228,294,90
311,36,36,10,216,290,90
312,89,31,30,10,74,90
313,46,10,10,90,153,90
314,41,71,10,768,815,90
315,41,76,10,741,792,90
316,30,34,10,797,851,90
317,14,36,30,1020,1092,90
318,12,35,40,21,91,90
319,39,68,20,139,210,90
320,86,28,10,771,817,90
321,3,44,30,499,536,90
322,47,12,40,206,280,90
323,32,5,20,582,652,90
324,46,31,10,699,739,90
325,32,52,20,785,856,90
326,49,42,20,266,318,90
327,21,84,20,1044,1105,90
328,65,81,20,327,400,90
329,3,33,20,420,460,90
330,63,87,40,489,528,90
331,49,38,10,526,599,90
332,35,35,10,370,429,90
333,9,42,20,391,458,90
334,51,41,50,161,203,90
335,30,78,10,435,498,90
336,40,12,40,135,197,90
337,60,82,30,561,616,90
338,40,31,10,391,446,90
339,41,11,30,464,524,90
340,48,20,10,84,140,90
341,29,81,20,628,700,90
342,28,32,10,378,434,90
343,12,36,20,148,182,90
344,52,38,50,327,399,90
345,29,57,10,0,68,90
346,46,36,10,876,924,90
347,21,78,30,1014,1093,90
348,76,53,10,281,360,90
349,23,87,10,1029,1085,90
350,53,83,10,711,779,90
351,44,77,10,1000,1060,90
352,29,58,20,920,960,90
353,27,51,40,113,152,90
354,43,31,10,53,100,90
355,50,1,20,288,345,90
356,16,87,40,339,403,90
357,66,80,40,435,491,90
358,68,61,20,240,300,90
359,28,44,10,78,150,90
360,59,55,10,97,160,90
361,47,10,10,88,149,90
362,29,30,30,109,178,90
363,18,81,20,134,188,90
364,84,38,20,114,173,90
365,99,34,30,384,451,90
366,67,86,40,511,548,90
367,28,54,10,725,770,90
368,42,69,10,41,108,90
369,59,79,20,11,65,90
370,45,65,20,994,1072,90
371,59,83,10,32,78,90
372,4,41,10,523,571,90
373,43,0,30,373,411,90
374,3,39,30,358,406,90
375,2,37,40,488,568,90
376,56,48,10,966,1045,90
377,34,12,10,690,780,90
378,13,88,40,986,1037,90
379,73,59,20,398,438,90
380,48,37,20,275,336,90
381,55,29,10,845,900,90
382,43,37,10,361,417,90
383,43,64,20,193,236,90
384,70,56,20,71,138,90
385,28,51,10,15,93,90
386,44,67,20,602,692,90
387,0,42,20,531,597,90
388,86,31,10,670,726,90
389,49,86,20,249,316,90
390,28,33,30,8,61,90
391,22,84,40,371,411,90
392,84,33,10,576,648,90
393,18,73,20,178,265,90
394,37,67,10,691,764,90
395,55,37,50,332,378,90
396,46,26,10,492,590,90
397,58,83,30,586,650,90
398,1,43,30,0,62,90
399,49,72,10,1014,1059,90
400,61,80,30,710,762,90
401,62,58,30,642,707,90
402,34,31,30,231,296,90
403,29,54,20,888,928,90
404,14,74,20,162,234,90
405,55,29,10,489,562,90
406,40,63,20,134,181,90
407,73,48,10,279,351,90
408,44,15,40,67,109,90
409,86,22,10,1021,1096,90
410,50,67,10,905,981,90
411,34,42,30,477,540,90
412,29,35,10,152,223,90
413,96,39,30,401,471,90
414,61,73,20,3,63,90
415,24,74,30,12,79,90
416,63,58,20,30,90,90
417,32,48,20,908,968,90
418,74,54,20,397,458,90
419,87,33,30,52,125,90
420,39,12,40,228,301,90
421,45,44,10,141,186,90
422,72,55,30,1011,1061,90
423,49,35,20,1074,1113,90
424,46,39,50,339,394,90
425,17,82,40,375,424,90
426,11,79,10,246,309,90
427,32,65,20,238,311,90
428,29,31,30,360,425,90
429,43,5,20,280,332,90
430,63,78,20,80,131,90
431,38,27,10,322,381,90
432,86,32,10,570,638,90
433,70,91,40,641,692,90
434,34,4,20,525,594,90
435,34,74,10,448,506,90
436,30,31,10,843,911,90
437,35,62,20,171,219,90
438,92,33,20,304,364,90
439,13,44,30,103,173,90
440,34,73,10,445,498,90
441,47,21,10,260,318,90
442,52,25,10,401,470,90
443,41,67,20,253,329,90
444,9,39,40,64,136,90
445,29,11,30,505,573,90
446,39,4,30,406,452,90
447,88,30,10,758,805,90
448,30,89,20,619,688,90
449,37,11,40,743,795,90
450,5,39,10,242,308,90
451,50,41,10,100,162,90
452,17,76,20,981,1058,90
453,14,37,20,152,182,90
454,41,9,40,38,112,90
455,31,56,10,791,838,90
456,18,49,10,430,483,90
457,47,42,50,201,240,90
458,0,49,20,567,624,90
459,31,83,20,704,771,90
460,1,38,30,439,492,90
461,23,48,20,1101,1138,90
462,43,59,20,1058,1115,90
463,8,40,30,0,76,90
464,19,80,10,567,602,90
465,40,67,20,621,701,90
466,24,53,10,407,458,90
467,73,85,20,375,443,90
468,23,28,10,924,991,90
469,2,45,20,360,410,90
470,34,69,10,614,693,90
471,17,77,20,658,718,90
472,57,38,50,154,200,90
473,26,48,10,101,174,90
474,52,32,10,547,601,90
475,28,38,20,129,209,90
476,56,67,20,453,521,90
477,26,90,20,843,911,90
478,29,56,10,580,654,90
479,11,43,20,624,685,90
480,40,16,30,377,418,90
481,26,54,20,812,888,90
482,28,42,10,22,86,90
483,43,28,10,978,1059,90
484,28,40,10,918,978,90
485,42,35,10,840,893,90
486,31,45,20,777,850,90
487,44,28,10,721,762,90
488,46,60,20,633,711,90
489,21,36,10,945,1006,90
490,100,41,20,726,796,90
491,87,39,10,188,246,90
492,45,72,10,423,483,90
493,18,55,10,381,428,90
494,14,48,20,757,818,90
495,42,13,10,16,80,90
496,40,75,10,565,625,90
497,33,54,20,796,858,90
498,29,26,10,235,304,90
499,30,45,10,248,305,90
500,54,90,20,630,711,90
