item,price,weight,sol
1,531,665,0
2,798,485,0
3,922,596,0
4,602,412,0
5,407,840,0
6,934,881,0
7,930,785,0
8,878,293,0
9,707,242,0
10,81,972,0
11,266,164,0
12,188,388,0
13,745,855,0
14,97,184,0
15,606,313,0
16,494,553,0
17,957,564,0
18,487,600,0
19,954,26,0
20,252,467,0
21,308,877,0
22,889,28,0
23,331,855,0
24,437,857,0
25,187,864,0
26,759,449,0
27,420,457,0
28,430,101,0
29,660,309,0
30,825,422,0
31,976,447,0
32,690,250,0
33,657,301,0
34,448,365,0
35,895,403,0
36,303,748,0
37,19,965,0
38,533,615,0
39,345,525,0
40,529,795,0
41,216,343,0
42,380,225,0
43,840,268,0
44,181,247,0
45,754,340,0
46,60,327,0
47,66,191,0
48,664,386,0
49,419,846,0
50,425,449,0
51,943,411,0
52,113,123,0
53,180,911,0
54,930,770,0
55,45,814,0
56,626,699,0
57,416,248,0
58,719,860,0
59,922,596,0
60,759,237,0
61,639,975,0
62,237,822,0
63,759,237,0
64,908,97,0
65,149,932,0
66,172,449,0
67,783,772,0
68,197,116,0
69,486,853,0
70,253,318,0
71,466,865,0
72,141,410,0
73,503,720,0
74,116,201,0
75,824,276,0
76,416,248,0
77,160,347,0
78,385,530,0
79,963,494,0
80,486,179,0
81,737,600,0
82,267,187,0
83,529,795,0
84,335,179,0
85,227,512,0
86,446,26,0
87,523,291,0
88,916,605,0
89,180,911,0
90,580,938,0
91,63,748,0
92,764,962,0
93,419,846,0
94,764,307,0
95,425,449,0
96,145,808,0
97,531,191,0
98,367,363,0
99,237,822,0
100,895,403,0
101,649,866,0
102,164,407,0
103,136,733,0
104,724,29,0
105,398,810,0
106,742,811,0
107,667,122,0
108,129,963,0
109,97,95,0
110,492,587,0
111,874,535,0
112,163,987,0
113,764,307,0
114,116,201,0
115,992,298,0
116,686,642,0
117,542,44,0
118,804,956,0
119,80,706,0
120,569,30,0
121,197,116,0
122,61,487,0
123,384,447,0
124,833,527,0
125,849,651,0
126,934,881,0
127,181,88,0
128,3,962,0
129,565,143,0
130,149,932,0
131,569,107,0
132,916,605,0
133,684,748,0
134,726,612,0
135,728,685,0
136,306,514,0
137,379,431,0
138,542,785,0
139,908,97,0
140,420,457,0
141,331,855,0
142,446,955,0
143,702,407,0
144,217,421,0
145,707,242,0
146,297,780,0
147,253,33,0
148,882,798,0
149,724,29,0
150,777,944,0
151,237,795,0
152,235,749,0
153,745,855,0
154,746,163,0
155,992,421,0
156,745,941,0
157,943,895,0
158,843,821,0
159,980,613,0
160,930,770,0
161,747,862,0
162,537,400,0
163,153,207,0
164,66,191,0
165,895,403,0
166,35,718,0
167,406,66,0
168,432,188,0
169,512,516,0
170,347,564,0
171,253,33,0
172,331,855,0
173,130,478,0
174,210,72,0
175,206,322,0
176,660,417,0
177,878,293,0
178,888,40,0
179,103,227,0
180,367,363,0
181,25,635,0
182,787,637,0
183,17,187,0
184,568,393,0
185,356,192,0
186,94,231,0
187,25,635,0
188,217,421,0
189,466,865,0
190,206,322,0
191,136,902,0
192,700,72,0
193,48,308,0
194,513,267,0
195,838,487,0
196,25,635,0
197,531,665,0
198,383,272,0
199,491,812,0
200,17,187,0
201,856,71,0
202,952,64,0
203,537,400,0
204,324,330,0
205,419,145,0
206,79,88,0
207,141,410,0
208,347,564,0
209,962,972,0
210,922,596,0
211,196,529,0
212,342,958,0
213,754,156,0
214,957,564,0
215,700,546,0
216,404,512,0
217,675,668,0
218,952,849,0
219,359,901,0
220,167,596,0
221,930,785,0
222,160,347,0
223,531,191,0
224,958,541,0
225,52,899,0
226,700,546,0
227,602,412,0
228,745,855,0
229,416,248,0
230,115,405,0
231,60,327,0
232,833,506,0
233,686,642,0
234,491,812,0
235,759,449,0
236,227,512,0
237,640,502,0
238,3,208,0
239,123,334,0
240,20,311,0
241,728,685,0
242,90,663,0
243,367,363,0
244,591,360,0
245,384,447,0
246,957,564,0
247,373,255,0
248,261,279,0
249,116,277,0
250,194,799,0
251,364,964,0
252,737,391,0
253,609,100,0
254,709,273,0
255,172,449,0
256,466,865,0
257,426,424,0
258,820,822,0
259,683,846,0
260,770,864,0
261,289,549,0
262,913,802,0
263,91,109,0
264,136,902,0
265,253,33,0
266,789,674,0
267,207,693,0
268,131,433,0
269,609,100,0
270,7,759,0
271,138,787,0
272,347,564,0
273,664,386,0
274,542,44,0
275,943,52,0
276,794,995,0
277,569,107,0
278,636,879,0
279,893,984,0
280,759,237,0
281,446,955,0
282,406,66,0
283,602,412,0
284,418,261,0
285,407,840,0
286,123,334,0
287,569,107,0
288,116,277,0
289,3,208,0
290,289,486,0
291,664,740,0
292,575,430,0
293,334,715,0
294,853,390,0
295,539,719,0
296,700,546,0
297,65,585,0
298,626,699,0
299,216,638,0
300,201,886,0
301,746,163,0
302,94,485,0
303,181,88,0
304,695,209,0
305,160,347,0
306,735,948,0
307,396,813,0
308,314,340,0
309,712,823,0
310,952,849,0
311,93,793,0
312,957,564,0
313,700,72,0
314,569,107,0
315,282,8,0
316,794,995,0
317,129,963,0
318,568,393,0
319,206,322,0
320,153,196,0
321,636,879,0
322,570,881,0
323,800,90,0
324,217,421,0
325,770,864,0
326,379,431,0
327,419,145,0
328,481,609,0
329,726,98,0
330,347,346,0
331,908,97,0
332,313,536,0
333,197,116,0
334,724,29,0
335,539,719,0
336,500,294,0
337,709,273,0
338,726,98,0
339,384,447,0
340,100,307,0
341,216,638,0
342,666,45,0
343,35,718,0
344,941,965,0
345,418,261,0
346,700,546,0
347,850,590,0
348,253,318,0
349,757,330,0
350,605,665,0
351,858,760,0
352,633,299,0
353,401,196,0
354,725,314,0
355,89,416,0
356,625,706,0
357,308,335,0
358,416,248,0
359,994,367,0
360,138,787,0
361,426,424,0
362,167,596,0
363,954,26,0
364,383,272,0
365,297,780,0
366,102,16,0
367,289,486,0
368,418,261,0
369,598,94,0
370,794,995,0
371,433,496,0
372,772,645,0
373,856,71,0
374,182,648,0
375,65,585,0
376,874,535,0
377,361,508,0
378,379,431,0
379,112,50,0
380,376,143,0
381,962,972,0
382,324,330,0
383,97,95,0
384,598,94,0
385,934,881,0
386,858,940,0
387,136,733,0
388,430,101,0
389,518,564,0
390,404,512,0
391,954,26,0
392,180,911,0
393,383,272,0
394,284,608,0
395,754,156,0
396,536,923,0
397,195,801,0
398,889,725,0
399,410,710,0
400,583,259,0
401,123,970,0
402,347,564,0
403,204,295,0
404,642,983,0
405,287,299,0
406,568,393,0
407,624,837,0
408,742,811,0
409,291,60,0
410,130,478,0
411,45,814,0
412,750,973,0
413,81,972,0
414,506,326,0
415,91,109,0
416,116,277,0
417,63,748,0
418,196,710,0
419,753,696,0
420,536,923,0
421,413,459,0
422,840,268,0
423,419,846,0
424,685,922,0
425,296,975,0
426,373,255,0
427,764,962,0
428,194,868,0
429,227,512,0
430,65,585,0
431,282,8,0
432,933,144,0
433,958,541,0
434,574,315,0
435,745,941,0
436,457,43,0
437,977,376,0
438,930,785,0
439,931,70,0
440,957,564,0
441,572,894,0
442,609,100,0
443,253,33,0
444,640,502,0
445,334,715,0
446,954,26,0
447,376,143,0
448,911,19,0
449,500,294,0
450,849,651,0
451,237,822,0
452,396,813,0
453,753,696,0
454,342,958,0
455,206,322,0
456,324,330,0
457,443,61,0
458,742,811,0
459,558,159,0
460,93,793,0
461,17,187,0
462,675,668,0
463,126,343,0
464,66,191,0
465,689,678,0
466,832,690,0
467,917,490,0
468,789,674,0
469,448,310,0
470,181,88,0
471,815,845,0
472,833,570,0
473,420,457,0
474,880,854,0
475,469,685,0
476,241,989,0
477,770,10,0
478,574,315,0
479,503,720,0
480,9,140,0
481,745,855,0
482,176,288,0
483,195,5,0
484,943,52,0
485,559,729,0
486,367,363,0
487,509,300,0
488,338,348,0
489,833,570,0
490,824,724,0
491,3,962,0
492,711,990,0
493,216,638,0
494,434,662,0
495,930,785,0
496,218,518,0
497,286,821,0
498,912,408,0
499,160,347,0
500,542,91,0
501,800,90,0
502,296,975,0
503,229,834,0
504,858,940,0
505,531,454,0
506,3,208,0
507,448,365,0
508,187,864,0
509,30,480,0
510,994,367,0
511,609,100,0
512,931,315,0
513,943,895,0
514,479,540,0
515,389,324,0
516,204,295,0
517,20,311,0
518,195,801,0
519,324,330,0
520,131,433,0
521,416,248,0
522,487,600,0
523,491,812,0
524,308,335,0
525,216,638,0
526,569,107,0
527,815,845,0
528,757,330,0
529,725,647,0
530,377,859,0
531,116,277,0
532,662,611,0
533,477,34,0
534,500,294,0
535,878,438,0
536,759,449,0
537,434,662,0
538,701,429,0
539,918,564,0
540,113,123,0
541,856,71,0
542,79,88,0
543,153,196,0
544,602,412,0
545,418,261,0
546,922,596,0
547,313,536,0
548,690,250,0
549,410,710,0
550,113,910,0
551,284,608,0
552,512,516,0
553,682,261,0
554,93,793,0
555,750,973,0
556,153,200,0
557,379,431,0
558,9,140,0
559,880,854,0
560,339,467,0
561,486,179,0
562,80,146,0
563,60,327,0
564,334,715,0
565,766,882,0
566,609,100,0
567,142,554,0
568,536,923,0
569,891,859,0
570,194,799,0
571,770,21,0
572,575,430,0
573,544,574,0
574,980,343,0
575,244,722,0
576,917,850,0
577,893,984,0
578,303,748,0
579,833,570,0
580,859,10,0
581,843,224,0
582,735,948,0
583,424,527,0
584,7,759,0
585,425,299,0
586,754,156,0
587,108,997,0
588,102,16,0
589,126,343,0
590,136,733,0
591,237,795,0
592,709,719,0
593,993,671,0
594,20,665,0
595,168,770,0
596,501,306,0
597,146,852,0
598,82,182,0
599,833,570,0
600,598,94,0
601,225,936,0
602,770,864,0
603,60,327,0
604,565,143,0
605,916,605,0
606,958,541,0
607,554,306,0
608,212,988,0
609,81,972,0
610,766,976,0
611,576,793,0
612,700,72,0
613,642,983,0
614,997,199,0
615,210,72,0
616,667,122,0
617,852,401,0
618,695,209,0
619,838,487,0
620,569,107,0
621,208,730,0
622,129,868,0
623,931,315,0
624,167,596,0
625,702,407,0
626,888,40,0
627,630,820,0
628,116,201,0
629,431,919,0
630,962,972,0
631,614,615,0
632,116,277,0
633,737,391,0
634,938,897,0
635,777,944,0
636,479,540,0
637,724,29,0
638,81,972,0
639,373,255,0
640,420,826,0
641,533,615,0
642,457,43,0
643,909,816,0
644,345,525,0
645,692,400,0
646,141,410,0
647,113,123,0
648,218,518,0
649,283,860,0
650,100,307,0
651,260,275,0
652,887,361,0
653,583,259,0
654,954,576,0
655,764,487,0
656,45,814,0
657,164,407,0
658,138,787,0
659,754,156,0
660,346,721,0
661,539,719,0
662,431,644,0
663,93,793,0
664,609,100,0
665,207,693,0
666,598,94,0
667,487,600,0
668,770,10,0
669,115,405,0
670,917,490,0
671,952,849,0
672,840,268,0
673,591,360,0
674,291,60,0
675,943,52,0
676,3,962,0
677,396,813,0
678,889,28,0
679,128,567,0
680,489,561,0
681,952,849,0
682,858,760,0
683,624,837,0
684,219,212,0
685,52,899,0
686,24,286,0
687,194,799,0
688,142,554,0
689,430,101,0
690,121,700,0
691,115,405,0
692,941,965,0
693,798,485,0
694,395,153,0
695,244,722,0
696,97,184,0
697,3,962,0
698,980,613,0
699,232,135,0
700,380,225,0
701,652,317,0
702,334,715,0
703,291,60,0
704,208,730,0
705,41,818,0
706,893,984,0
707,359,901,0
708,232,135,0
709,260,275,0
710,163,987,0
711,338,348,0
712,126,676,0
713,195,801,0
714,239,806,0
715,752,295,0
716,637,603,0
717,195,801,0
718,342,958,0
719,419,846,0
720,842,746,0
721,146,852,0
722,565,143,0
723,682,261,0
724,558,159,0
725,609,100,0
726,225,86,0
727,541,459,0
728,61,487,0
729,289,549,0
730,425,449,0
731,820,822,0
732,957,564,0
733,569,723,0
734,911,19,0
735,232,135,0
736,404,512,0
737,216,343,0
738,225,936,0
739,149,932,0
740,833,527,0
741,506,326,0
742,764,98,0
743,665,388,0
744,994,367,0
745,725,314,0
746,82,165,0
747,457,43,0
748,90,663,0
749,821,894,0
750,138,787,0
751,859,74,0
752,113,220,0
753,745,941,0
754,237,795,0
755,35,718,0
756,979,592,0
757,665,388,0
758,261,279,0
759,216,638,0
760,880,854,0
761,334,715,0
762,379,969,0
763,849,651,0
764,725,314,0
765,93,793,0
766,642,983,0
767,80,146,0
768,711,990,0
769,230,609,0
770,97,826,0
771,943,52,0
772,359,515,0
773,217,421,0
774,481,227,0
775,856,71,0
776,431,644,0
777,586,579,0
778,675,668,0
779,379,431,0
780,569,30,0
781,912,408,0
782,849,651,0
783,266,164,0
784,430,101,0
785,469,685,0
786,764,962,0
787,742,811,0
788,7,738,0
789,723,984,0
790,624,837,0
791,541,459,0
792,126,16,0
793,94,231,0
794,931,70,0
795,425,299,0
796,494,553,0
797,726,98,0
798,313,536,0
799,82,182,0
800,404,512,0
801,94,231,0
802,707,242,0
803,665,388,0
804,572,894,0
805,833,527,0
806,586,579,0
807,501,306,0
808,235,749,0
809,617,874,0
810,976,447,0
811,977,376,0
812,287,299,0
813,531,454,0
814,448,310,0
815,201,478,0
816,568,360,0
817,787,637,0
818,80,706,0
819,882,798,0
820,479,540,0
821,237,822,0
822,35,718,0
823,123,334,0
824,833,570,0
825,709,273,0
826,229,834,0
827,253,33,0
828,419,145,0
829,542,91,0
830,338,348,0
831,116,201,0
832,91,109,0
833,345,525,0
834,424,527,0
835,908,97,0
836,509,300,0
837,481,609,0
838,794,995,0
839,908,97,0
840,94,231,0
841,904,370,0
842,146,852,0
843,477,34,0
844,86,711,0
845,20,311,0
846,35,718,0
847,196,710,0
848,541,502,0
849,434,662,0
850,889,725,0
851,735,948,0
852,660,309,0
853,342,958,0
854,943,895,0
855,208,459,0
856,912,408,0
857,313,536,0
858,335,179,0
859,913,802,0
860,219,212,0
861,182,648,0
862,943,52,0
863,682,261,0
864,711,990,0
865,136,902,0
866,253,318,0
867,420,457,0
868,723,984,0
869,933,144,0
870,931,70,0
871,686,642,0
872,239,806,0
873,433,496,0
874,232,135,0
875,438,462,0
876,9,140,0
877,833,527,0
878,992,421,0
879,602,412,0
880,61,487,0
881,425,449,0
882,48,308,0
883,347,564,0
884,952,849,0
885,700,72,0
886,633,299,0
887,444,107,0
888,625,706,0
889,479,540,0
890,912,408,0
891,486,853,0
892,746,163,0
893,791,9,0
894,605,665,0
895,430,101,0
896,20,665,0
897,583,707,0
898,232,135,0
899,856,71,0
900,219,212,0
901,994,367,0
902,313,536,0
903,287,299,0
904,850,590,0
905,575,430,0
906,94,485,0
907,544,574,0
908,766,882,0
909,491,812,0
910,433,496,0
911,486,179,0
912,129,963,0
913,443,61,0
914,167,596,0
915,224,790,0
916,128,567,0
917,544,574,0
918,791,9,0
919,487,600,0
920,373,255,0
921,383,272,0
922,115,405,0
923,852,401,0
924,237,822,0
925,279,660,0
926,992,421,0
927,516,906,0
928,376,143,0
929,542,785,0
930,252,467,0
931,303,748,0
932,838,277,0
933,569,107,0
934,531,665,0
935,180,911,0
936,160,347,0
937,93,793,0
938,420,826,0
939,838,277,0
940,709,719,0
941,297,780,0
942,675,668,0
943,121,700,0
944,916,605,0
945,838,277,0
946,858,940,0
947,639,975,0
948,726,612,0
949,52,899,0
950,858,940,0
951,820,822,0
952,859,10,0
953,396,813,0
954,289,486,0
955,791,403,0
956,42,908,0
957,418,261,0
958,129,868,0
959,443,61,0
960,195,801,0
961,904,370,0
962,438,462,0
963,858,760,0
964,113,910,0
965,772,645,0
966,770,21,0
967,128,567,0
968,943,52,0
969,888,40,0
970,430,101,0
971,224,790,0
972,580,938,0
973,428,183,0
974,342,958,0
975,159,391,0
976,933,144,0
977,373,255,0
978,919,951,0
979,116,201,0
980,477,34,0
981,443,61,0
982,97,184,0
983,810,313,0
984,506,326,0
985,168,770,0
986,82,165,0
987,660,309,0
988,745,941,0
989,201,478,0
990,466,865,0
991,664,386,0
992,977,376,0
993,197,116,0
994,503,720,0
995,580,938,0
996,954,26,0
997,858,760,0
998,380,225,0
999,750,973,0
1000,82,165,0
1001,136,902,0
1002,943,411,0
1003,147,271,0
1004,664,386,0
1005,117,98,0
1006,94,485,0
1007,745,941,0
1008,897,269,0
1009,147,271,0
1010,766,976,0
1011,7,738,0
1012,95,764,0
1013,181,247,0
1014,501,306,0
1015,791,403,0
1016,389,324,0
1017,745,941,0
1018,531,191,0
1019,206,322,0
1020,825,422,0
1021,832,690,0
1022,79,88,0
1023,719,860,0
1024,141,410,0
1025,289,549,0
1026,666,45,0
1027,934,881,0
1028,296,975,0
1029,523,291,0
1030,367,363,0
1031,652,317,0
1032,658,955,0
1033,568,393,0
1034,843,821,0
1035,45,814,0
1036,418,261,0
1037,569,107,0
1038,832,277,0
1039,389,324,0
1040,446,26,0
1041,665,388,0
1042,489,561,0
1043,843,821,0
1044,777,944,0
1045,725,647,0
1046,196,710,0
1047,602,412,0
1048,256,472,0
1049,103,227,0
1050,80,706,0
1051,433,496,0
1052,859,10,0
1053,605,665,0
1054,196,710,0
1055,129,868,0
1056,286,992,0
1057,267,187,0
1058,697,358,0
1059,709,719,0
1060,614,615,0
1061,614,615,0
1062,617,874,0
1063,878,438,0
1064,446,955,0
1065,598,94,0
1066,542,91,0
1067,506,326,0
1068,181,88,0
1069,413,459,0
1070,113,910,0
1071,338,348,0
1072,395,153,0
1073,97,95,0
1074,662,611,0
1075,559,729,0
1076,754,340,0
1077,287,299,0
1078,889,725,0
1079,197,116,0
1080,406,66,0
1081,858,760,0
1082,437,857,0
1083,683,846,0
1084,108,997,0
1085,709,273,0
1086,301,565,0
1087,916,605,0
1088,153,207,0
1089,244,722,0
1090,957,564,0
1091,269,567,0
1092,852,401,0
1093,917,850,0
1094,637,603,0
1095,764,962,0
1096,123,334,0
1097,891,859,0
1098,824,724,0
1099,934,881,0
1100,94,231,0
1101,388,596,0
1102,541,459,0
1103,404,512,0
1104,858,940,0
1105,930,785,0
1106,434,662,0
1107,65,585,0
1108,832,690,0
1109,930,785,0
1110,889,28,0
1111,893,984,0
1112,103,227,0
1113,856,71,0
1114,477,34,0
1115,123,970,0
1116,335,179,0
1117,229,834,0
1118,253,812,0
1119,791,403,0
1120,448,310,0
1121,489,561,0
1122,700,546,0
1123,100,307,0
1124,121,700,0
1125,931,70,0
1126,394,190,0
1127,437,857,0
1128,385,530,0
1129,889,28,0
1130,909,816,0
1131,838,487,0
1132,287,299,0
1133,630,820,0
1134,146,852,0
1135,446,955,0
1136,93,793,0
1137,195,801,0
1138,697,358,0
1139,153,207,0
1140,31,638,0
1141,682,261,0
1142,347,564,0
1143,212,988,0
1144,113,123,0
1145,91,109,0
1146,31,638,0
1147,437,857,0
1148,523,291,0
1149,930,785,0
1150,9,140,0
1151,695,209,0
1152,516,906,0
1153,113,123,0
1154,219,212,0
1155,5,77,0
1156,383,272,0
1157,425,299,0
1158,878,293,0
1159,889,725,0
1160,537,122,0
1161,428,682,0
1162,446,26,0
1163,426,424,0
1164,838,277,0
1165,413,459,0
1166,448,732,0
1167,97,184,0
1168,882,798,0
1169,216,343,0
1170,979,592,0
1171,176,288,0
1172,218,518,0
1173,810,313,0
1174,25,635,0
1175,824,724,0
1176,614,615,0
1177,878,293,0
1178,203,990,0
1179,180,911,0
1180,889,28,0
1181,523,291,0
1182,384,447,0
1183,997,199,0
1184,232,135,0
1185,662,611,0
1186,931,315,0
1187,639,975,0
1188,943,895,0
1189,970,359,0
1190,428,682,0
1191,60,327,0
1192,123,334,0
1193,95,764,0
1194,777,944,0
1195,181,247,0
1196,3,962,0
1197,420,826,0
1198,701,429,0
1199,747,862,0
1200,675,668,0
1201,531,191,0
1202,379,969,0
1203,48,308,0
1204,689,678,0
1205,416,248,0
1206,492,840,0
1207,666,45,0
1208,537,400,0
1209,833,527,0
1210,752,295,0
1211,980,613,0
1212,416,248,0
1213,492,840,0
1214,379,431,0
1215,723,984,0
1216,723,984,0
1217,286,821,0
1218,224,790,0
1219,568,360,0
1220,153,207,0
1221,126,676,0
1222,745,855,0
1223,216,343,0
1224,533,615,0
1225,230,609,0
1226,492,587,0
1227,815,845,0
1228,652,317,0
1229,568,393,0
1230,719,860,0
1231,112,50,0
1232,911,19,0
1233,833,527,0
1234,625,706,0
1235,735,948,0
1236,491,812,0
1237,725,647,0
1238,838,487,0
1239,241,989,0
1240,217,421,0
1241,138,787,0
1242,424,527,0
1243,934,881,0
1244,887,939,0
1245,425,299,0
1246,115,405,0
1247,65,585,0
1248,572,894,0
1249,541,502,0
1250,128,15,0
1251,858,760,0
1252,239,806,0
1253,188,388,0
1254,301,565,0
1255,649,866,0
1256,227,512,0
1257,979,592,0
1258,145,808,0
1259,379,431,0
1260,500,294,0
1261,97,826,0
1262,641,46,0
1263,207,480,0
1264,217,421,0
1265,230,609,0
1266,695,209,0
1267,980,613,0
1268,943,411,0
1269,542,91,0
1270,97,184,0
1271,159,391,0
1272,997,199,0
1273,95,764,0
1274,555,329,0
1275,537,122,0
1276,518,564,0
1277,583,707,0
1278,931,315,0
1279,80,706,0
1280,606,313,0
1281,897,269,0
1282,887,939,0
1283,559,729,0
1284,544,574,0
1285,66,191,0
1286,297,780,0
1287,35,718,0
1288,356,192,0
1289,675,668,0
1290,874,138,0
1291,941,965,0
1292,658,955,0
1293,825,422,0
1294,840,268,0
1295,126,343,0
1296,180,911,0
1297,20,311,0
1298,723,984,0
1299,998,181,0
1300,626,699,0
1301,759,449,0
1302,216,638,0
1303,770,864,0
1304,63,748,0
1305,824,276,0
1306,204,295,0
1307,709,273,0
1308,97,826,0
1309,759,449,0
1310,331,855,0
1311,208,459,0
1312,513,267,0
1313,121,700,0
1314,491,812,0
1315,437,857,0
1316,750,973,0
