item,price,weight,sol
1,389,324,0
2,938,897,0
3,850,590,0
4,164,407,0
5,466,865,0
6,52,163,0
7,94,231,0
8,121,700,0
9,683,846,0
10,489,561,0
11,569,30,0
12,103,227,0
13,934,881,0
14,425,449,0
15,832,690,0
16,697,358,0
17,783,772,0
18,163,987,0
19,633,299,0
20,824,724,0
21,419,145,0
22,537,122,0
23,777,944,0
24,725,647,0
25,219,212,0
26,419,145,0
27,726,98,0
28,930,785,0
29,195,801,0
30,576,793,0
31,136,733,0
32,418,261,0
33,542,785,0
34,153,196,0
35,539,719,0
36,181,247,0
37,128,567,0
38,815,845,0
39,431,919,0
40,289,486,0
41,141,410,0
42,319,496,0
43,943,411,0
44,149,932,0
45,690,250,0
46,286,992,0
47,747,862,0
48,347,346,0
49,128,15,0
50,711,988,0
51,660,105,0
52,625,706,0
53,492,840,0
54,79,88,0
55,726,98,0
56,678,138,0
57,420,457,0
58,980,613,0
59,113,220,0
60,420,826,0
61,710,321,0
62,867,606,0
63,361,508,0
64,113,910,0
65,207,480,0
66,516,906,0
67,335,179,0
68,922,596,0
69,591,360,0
70,237,795,0
71,30,480,0
72,919,951,0
73,20,665,0
74,291,60,0
75,407,840,0
76,90,663,0
77,700,546,0
78,181,88,0
79,750,973,0
80,697,358,0
81,52,163,0
82,931,52,0
83,79,88,0
84,284,608,0
85,260,275,0
86,770,21,0
87,218,518,0
88,433,496,0
89,728,685,0
90,113,123,0
91,121,700,0
92,420,457,0
93,542,44,0
94,380,225,0
95,232,135,0
96,772,645,0
97,572,894,0
98,658,955,0
99,633,299,0
100,859,10,0
101,82,182,0
102,639,975,0
103,367,363,0
104,686,642,0
105,31,638,0
106,306,514,0
107,934,881,0
108,235,749,0
109,640,622,0
110,428,682,0
111,833,506,0
112,91,109,0
113,737,391,0
114,889,28,0
115,324,330,0
116,102,16,0
117,678,138,0
118,569,723,0
119,882,798,0
120,972,863,0
121,457,43,0
122,81,972,0
123,569,30,0
124,770,10,0
125,725,647,0
126,542,44,0
127,82,165,0
128,9,916,0
129,711,990,0
130,742,811,0
131,954,576,0
132,941,965,0
133,395,153,0
134,759,449,0
135,286,821,0
136,196,529,0
137,859,74,0
138,917,490,0
139,181,247,0
140,253,33,0
141,444,107,0
142,377,859,0
143,583,259,0
144,214,683,0
145,957,564,0
146,93,793,0
147,702,407,0
148,657,301,0
149,820,822,0
150,282,8,0
151,201,478,0
152,80,706,0
153,998,181,0
154,42,908,0
155,159,391,0
156,569,723,0
157,800,90,0
158,94,231,0
159,117,98,0
160,858,760,0
161,19,965,0
162,477,34,0
163,887,361,0
164,702,407,0
165,230,609,0
166,339,467,0
167,791,9,0
168,216,343,0
169,212,988,0
170,568,393,0
171,980,343,0
172,291,836,0
173,25,635,0
174,356,192,0
175,649,322,0
176,377,859,0
177,331,855,0
178,194,799,0
179,308,877,0
180,667,122,0
181,97,95,0
182,126,16,0
183,313,536,0
184,420,457,0
185,917,850,0
186,31,638,0
187,379,431,0
188,695,209,0
189,95,764,0
190,992,421,0
191,943,411,0
192,825,422,0
193,472,619,0
194,641,294,0
195,291,60,0
196,833,506,0
197,559,729,0
198,753,696,0
199,384,447,0
200,424,527,0
201,912,408,0
202,757,330,0
203,253,318,0
204,347,564,0
205,728,685,0
206,128,567,0
207,448,310,0
208,7,759,0
209,241,989,0
210,472,368,0
211,253,812,0
212,129,963,0
213,764,307,0
214,725,314,0
215,931,70,0
216,824,724,0
217,138,787,0
218,683,846,0
219,389,324,0
220,833,527,0
221,742,811,0
222,858,940,0
223,961,157,0
224,103,776,0
225,750,973,0
226,147,271,0
227,641,46,0
228,253,318,0
229,889,725,0
230,376,143,0
231,219,212,0
232,683,846,0
233,296,975,0
234,580,938,0
235,9,916,0
236,558,159,0
237,416,248,0
238,314,340,0
239,216,638,0
240,633,299,0
241,660,105,0
242,636,879,0
243,472,368,0
244,187,864,0
245,787,637,0
246,253,318,0
247,626,699,0
248,206,322,0
249,918,564,0
250,251,535,0
251,469,685,0
252,772,902,0
253,931,70,0
254,838,277,0
255,742,811,0
256,81,972,0
257,537,400,0
258,284,608,0
259,709,273,0
260,384,447,0
261,930,770,0
262,335,179,0
263,523,291,0
264,555,329,0
265,747,862,0
266,994,367,0
267,419,145,0
268,149,932,0
269,952,64,0
270,617,874,0
271,201,478,0
272,196,710,0
273,583,259,0
274,30,480,0
275,759,449,0
276,559,729,0
277,745,855,0
278,980,613,0
279,649,322,0
280,874,535,0
281,89,416,0
282,89,416,0
283,380,225,0
284,218,518,0
285,256,472,0
286,617,874,0
287,235,749,0
288,529,795,0
289,479,540,0
290,424,527,0
291,91,109,0
292,626,699,0
293,438,462,0
294,416,248,0
295,701,429,0
296,448,310,0
297,583,707,0
298,342,958,0
299,702,407,0
300,7,738,0
301,954,26,0
302,448,732,0
303,430,101,0
304,41,818,0
305,745,941,0
306,941,965,0
307,958,541,0
308,126,343,0
309,943,411,0
310,282,8,0
311,291,60,0
312,279,660,0
313,203,990,0
314,282,8,0
315,128,567,0
316,338,348,0
317,690,250,0
318,194,868,0
319,420,457,0
320,266,164,0
321,824,724,0
322,609,100,0
323,481,227,0
324,164,407,0
325,725,314,0
326,952,849,0
327,605,665,0
328,81,972,0
329,30,480,0
330,858,760,0
331,420,457,0
332,503,720,0
333,113,220,0
334,396,813,0
335,153,200,0
336,212,988,0
337,575,430,0
338,216,638,0
339,188,388,0
340,954,576,0
341,606,313,0
342,244,722,0
343,711,988,0
344,112,50,0
345,952,849,0
346,123,334,0
347,82,165,0
348,685,922,0
349,853,390,0
350,602,412,0
351,997,199,0
352,380,225,0
353,163,987,0
354,979,592,0
355,428,183,0
356,501,306,0
357,434,662,0
358,225,936,0
359,142,554,0
360,625,706,0
361,513,267,0
362,539,719,0
363,840,268,0
364,260,275,0
365,284,608,0
366,446,955,0
367,160,347,0
368,660,417,0
369,472,368,0
370,486,179,0
371,444,107,0
372,86,711,0
373,420,457,0
374,917,850,0
375,164,407,0
376,79,88,0
377,472,368,0
378,252,467,0
379,121,700,0
380,709,273,0
381,753,696,0
382,241,989,0
383,558,159,0
384,737,600,0
385,516,906,0
386,529,795,0
387,239,806,0
388,918,564,0
389,652,317,0
390,42,908,0
391,31,638,0
392,660,309,0
393,570,881,0
394,181,247,0
395,804,956,0
396,194,868,0
397,531,665,0
398,269,567,0
399,667,122,0
400,338,348,0
401,82,165,0
402,469,685,0
403,338,348,0
404,9,140,0
405,356,192,0
406,889,725,0
407,558,159,0
408,787,637,0
409,94,485,0
410,904,370,0
411,997,199,0
412,239,806,0
413,568,360,0
414,373,255,0
415,225,86,0
416,129,963,0
417,486,179,0
418,675,668,0
419,146,852,0
420,757,330,0
421,448,365,0
422,678,138,0
423,97,184,0
424,30,480,0
425,958,541,0
426,297,780,0
427,941,965,0
428,128,567,0
429,930,770,0
430,509,300,0
431,852,401,0
432,385,530,0
433,472,619,0
434,943,52,0
435,565,143,0
436,479,540,0
437,913,802,0
438,269,567,0
439,565,143,0
440,880,854,0
441,203,990,0
442,827,798,0
443,752,295,0
444,859,10,0
445,849,651,0
446,766,882,0
447,856,71,0
448,79,88,0
449,89,416,0
450,142,554,0
451,889,28,0
452,633,299,0
453,874,138,0
454,723,984,0
455,900,593,0
456,908,97,0
457,253,318,0
458,261,279,0
459,583,707,0
460,230,609,0
461,373,255,0
462,153,196,0
463,700,72,0
464,874,138,0
465,94,231,0
466,494,553,0
467,486,179,0
468,117,98,0
469,636,879,0
470,997,199,0
471,737,600,0
472,430,101,0
473,420,457,0
474,649,866,0
475,251,535,0
476,406,66,0
477,102,16,0
478,712,823,0
479,197,116,0
480,750,973,0
481,686,642,0
482,94,485,0
483,376,143,0
484,66,191,0
485,943,411,0
486,541,459,0
487,90,663,0
488,94,485,0
489,494,553,0
490,660,105,0
491,609,100,0
492,187,864,0
493,7,738,0
494,591,360,0
495,772,902,0
496,998,181,0
497,283,860,0
498,432,188,0
499,407,840,0
500,725,647,0
501,660,309,0
502,970,359,0
503,662,611,0
504,9,140,0
505,61,487,0
506,770,10,0
507,979,592,0
508,82,182,0
509,541,459,0
510,364,964,0
511,591,360,0
512,662,611,0
513,181,247,0
514,957,564,0
515,723,984,0
516,583,259,0
517,93,793,0
518,617,874,0
519,163,987,0
520,764,307,0
521,541,459,0
522,700,546,0
523,194,799,0
524,686,642,0
525,719,860,0
526,700,72,0
527,565,143,0
528,849,651,0
529,791,9,0
530,367,363,0
531,58,213,0
532,649,322,0
533,129,868,0
534,500,294,0
535,977,376,0
536,544,574,0
537,286,992,0
538,494,553,0
539,141,410,0
540,424,527,0
541,60,327,0
542,469,685,0
543,58,213,0
544,410,710,0
545,197,116,0
546,194,868,0
547,867,606,0
548,45,814,0
549,972,863,0
550,416,248,0
551,930,785,0
552,282,8,0
553,153,200,0
554,531,665,0
555,772,685,0
556,90,663,0
557,737,600,0
558,980,613,0
559,678,138,0
560,82,165,0
561,962,972,0
562,958,541,0
563,895,403,0
564,367,363,0
565,711,990,0
566,261,279,0
567,147,271,0
568,719,860,0
569,42,908,0
570,253,318,0
571,487,600,0
572,739,689,0
573,853,390,0
574,287,299,0
575,486,853,0
576,565,143,0
577,481,227,0
578,103,227,0
579,66,191,0
580,347,346,0
581,216,638,0
582,518,564,0
583,448,310,0
584,943,411,0
585,486,179,0
586,331,855,0
587,555,329,0
588,487,600,0
589,146,852,0
590,7,738,0
591,853,390,0
592,558,159,0
593,783,772,0
594,422,252,0
595,641,294,0
596,181,88,0
597,35,718,0
598,859,74,0
599,214,683,0
600,690,250,0
601,160,347,0
602,89,416,0
603,398,810,0
604,331,855,0
605,289,549,0
606,652,317,0
607,65,585,0
608,754,340,0
609,126,343,0
610,401,196,0
611,636,879,0
612,379,431,0
613,941,965,0
614,207,693,0
615,997,199,0
616,418,261,0
617,395,153,0
618,138,787,0
619,800,90,0
620,433,496,0
621,48,308,0
622,416,248,0
623,335,179,0
624,446,955,0
625,858,940,0
626,810,313,0
627,963,494,0
628,225,86,0
629,180,911,0
630,401,196,0
631,900,593,0
632,737,600,0
633,303,748,0
634,444,107,0
635,943,411,0
636,123,970,0
637,181,88,0
638,424,527,0
639,201,886,0
640,20,311,0
641,7,759,0
642,874,138,0
643,916,605,0
644,602,412,0
645,833,570,0
646,443,61,0
647,86,711,0
648,71,97,0
649,251,535,0
650,697,358,0
651,500,294,0
652,422,252,0
653,874,138,0
654,602,412,0
655,24,286,0
656,197,116,0
657,887,361,0
658,208,459,0
659,770,21,0
660,172,449,0
661,531,665,0
662,745,941,0
663,385,530,0
664,858,940,0
665,291,60,0
666,266,164,0
667,252,467,0
668,342,958,0
669,153,200,0
670,859,74,0
671,759,449,0
672,95,764,0
673,930,770,0
674,954,26,0
675,503,720,0
676,570,881,0
677,486,853,0
678,327,703,0
679,335,179,0
680,448,310,0
681,770,864,0
682,457,43,0
683,766,882,0
684,692,400,0
685,912,341,0
686,489,561,0
687,791,403,0
688,954,576,0
689,856,71,0
690,536,923,0
691,980,613,0
692,437,857,0
693,745,855,0
694,712,823,0
695,891,859,0
696,364,964,0
697,639,975,0
698,486,853,0
699,912,341,0
700,961,157,0
701,48,308,0
702,682,261,0
703,531,191,0
704,224,790,0
705,367,363,0
706,626,699,0
707,570,881,0
708,684,748,0
709,770,10,0
710,958,685,0
