item,price,weight,sol
1,45,814,0
2,472,619,0
3,486,179,0
4,138,787,0
5,745,941,0
6,66,191,0
7,407,840,0
8,413,459,0
9,858,760,0
10,787,637,0
11,660,309,0
12,821,894,0
13,544,574,0
14,17,187,0
15,757,330,0
16,448,732,0
17,554,306,0
18,630,820,0
19,491,812,0
20,194,868,0
21,261,279,0
22,479,540,0
23,80,146,0
24,123,970,0
25,943,895,0
26,639,975,0
27,542,785,0
28,533,615,0
29,126,676,0
30,494,553,0
31,210,72,0
32,753,696,0
33,424,527,0
34,356,192,0
35,93,793,0
36,737,391,0
37,438,462,0
38,361,508,0
39,531,665,0
40,664,386,0
41,833,506,0
42,438,462,0
43,241,989,0
44,895,403,0
45,804,956,0
46,791,403,0
47,115,405,0
48,227,512,0
49,720,856,0
50,930,785,0
51,282,8,0
52,979,592,0
53,583,259,0
54,31,638,0
55,244,722,0
56,224,790,0
57,689,678,0
58,880,854,0
59,3,962,0
60,640,502,0
61,425,299,0
62,86,711,0
63,60,327,0
64,725,647,0
65,297,780,0
66,832,690,0
67,697,358,0
68,558,159,0
69,531,454,0
70,770,21,0
71,759,237,0
72,207,480,0
73,660,417,0
74,216,638,0
75,428,183,0
76,97,95,0
77,82,182,0
78,201,478,0
79,181,247,0
80,94,485,0
81,764,487,0
82,961,157,0
83,71,97,0
84,481,227,0
85,815,845,0
86,695,209,0
87,345,525,0
88,695,209,0
89,633,299,0
90,283,860,0
91,963,494,0
92,962,972,0
93,419,145,0
94,296,975,0
95,690,250,0
96,424,527,0
97,14,521,0
98,941,965,0
99,225,936,0
100,261,279,0
101,437,857,0
102,379,969,0
103,909,816,0
104,908,97,0
105,957,564,0
106,840,268,0
107,116,201,0
108,356,192,0
109,662,611,0
110,71,97,0
111,241,989,0
112,912,408,0
113,554,306,0
114,406,66,0
115,850,590,0
116,591,360,0
117,434,662,0
118,941,965,0
119,889,28,0
120,486,853,0
121,308,877,0
122,130,478,0
123,308,877,0
124,821,894,0
125,980,343,0
126,479,540,0
127,569,30,0
128,419,846,0
129,335,179,0
130,129,868,0
131,658,955,0
132,723,984,0
133,116,201,0
134,71,97,0
135,777,944,0
136,24,286,0
137,938,897,0
138,324,330,0
139,410,710,0
140,912,408,0
141,116,277,0
142,486,853,0
143,287,299,0
144,422,252,0
145,359,515,0
146,492,840,0
147,558,159,0
148,541,459,0
149,45,814,0
150,918,564,0
151,416,248,0
152,466,865,0
153,641,46,0
154,570,881,0
155,61,487,0
156,342,958,0
157,197,116,0
158,94,231,0
159,882,798,0
160,207,480,0
161,639,975,0
162,430,101,0
163,108,997,0
164,117,98,0
165,602,412,0
166,918,564,0
167,952,64,0
168,503,720,0
169,89,416,0
170,503,720,0
171,420,457,0
172,701,429,0
173,649,866,0
174,410,710,0
175,707,242,0
176,443,61,0
177,112,50,0
178,187,864,0
179,640,622,0
180,286,821,0
181,772,902,0
182,913,802,0
183,745,941,0
184,373,255,0
185,887,939,0
186,225,86,0
187,112,50,0
188,649,322,0
189,684,748,0
190,410,710,0
191,770,10,0
192,833,506,0
193,342,958,0
194,979,592,0
195,766,882,0
196,531,454,0
197,306,514,0
198,112,50,0
199,492,840,0
200,60,327,0
201,570,881,0
202,702,407,0
203,772,902,0
204,539,719,0
205,376,143,0
206,737,600,0
207,115,405,0
208,824,276,0
209,153,200,0
210,481,227,0
211,791,403,0
212,711,990,0
213,539,719,0
214,794,995,0
215,60,327,0
216,61,487,0
217,283,860,0
218,791,403,0
219,443,61,0
220,690,250,0
221,100,307,0
222,700,72,0
223,660,417,0
224,700,546,0
225,630,820,0
226,379,969,0
227,335,179,0
228,728,685,0
229,431,919,0
230,413,459,0
231,554,306,0
232,971,323,0
233,686,642,0
234,833,527,0
235,513,267,0
236,572,894,0
237,296,975,0
238,100,307,0
239,878,438,0
240,707,242,0
241,833,506,0
242,438,462,0
243,887,939,0
244,420,826,0
245,108,997,0
246,922,596,0
247,181,88,0
248,492,587,0
249,126,16,0
250,237,795,0
251,912,408,0
252,97,95,0
253,86,711,0
254,853,390,0
255,116,201,0
256,657,301,0
257,772,645,0
258,196,529,0
259,145,808,0
260,406,66,0
261,747,862,0
262,917,850,0
263,859,74,0
264,682,261,0
265,909,816,0
266,917,850,0
267,686,642,0
268,569,107,0
269,319,496,0
270,66,191,0
271,327,703,0
272,128,15,0
273,827,798,0
274,583,707,0
275,641,46,0
276,700,546,0
277,102,16,0
278,617,874,0
279,306,514,0
280,943,52,0
281,17,187,0
282,25,635,0
283,289,549,0
284,692,400,0
285,291,836,0
286,129,963,0
287,720,856,0
288,52,899,0
289,930,770,0
290,253,812,0
291,219,212,0
292,971,323,0
293,657,301,0
294,458,936,0
295,398,810,0
296,772,645,0
297,433,496,0
298,345,525,0
299,930,785,0
300,201,886,0
301,253,318,0
302,3,962,0
303,689,678,0
304,523,291,0
305,683,846,0
306,194,868,0
307,500,294,0
308,739,689,0
309,201,478,0
310,376,143,0
311,961,157,0
312,97,826,0
313,141,410,0
314,824,276,0
315,395,153,0
316,103,227,0
317,491,812,0
318,833,570,0
319,129,963,0
320,933,144,0
321,624,837,0
322,327,703,0
323,586,579,0
324,815,845,0
325,962,972,0
326,660,309,0
327,289,549,0
328,689,678,0
329,428,682,0
330,919,951,0
331,810,313,0
332,308,335,0
333,448,365,0
334,383,272,0
335,695,209,0
336,652,317,0
337,735,948,0
338,745,855,0
339,207,693,0
340,49,952,0
341,147,271,0
342,492,587,0
343,19,965,0
344,777,944,0
345,359,515,0
346,739,689,0
347,291,836,0
348,481,227,0
349,662,611,0
350,448,310,0
351,253,812,0
352,128,567,0
353,458,936,0
354,181,88,0
355,666,45,0
356,754,156,0
357,379,969,0
358,658,955,0
359,117,98,0
360,993,671,0
361,770,21,0
362,725,314,0
363,586,579,0
364,149,932,0
365,541,459,0
366,418,261,0
367,933,144,0
368,225,86,0
369,82,165,0
370,917,850,0
371,49,952,0
372,815,845,0
373,954,26,0
374,707,242,0
375,145,808,0
376,324,330,0
377,472,368,0
378,657,301,0
379,339,467,0
380,764,98,0
381,568,360,0
382,108,997,0
383,81,972,0
384,339,467,0
385,469,685,0
386,606,313,0
387,832,277,0
388,82,165,0
389,181,88,0
390,580,938,0
391,416,248,0
392,962,972,0
393,419,846,0
394,314,340,0
395,225,86,0
396,136,902,0
397,842,746,0
398,82,165,0
399,194,868,0
400,720,856,0
401,434,662,0
402,555,329,0
403,428,682,0
404,724,29,0
405,49,952,0
406,116,277,0
407,79,88,0
408,954,26,0
409,80,146,0
410,123,970,0
411,58,213,0
412,943,411,0
413,396,813,0
414,128,567,0
415,916,605,0
416,770,21,0
417,636,879,0
418,794,995,0
419,424,527,0
420,116,201,0
421,832,277,0
422,980,613,0
423,437,857,0
424,283,860,0
425,838,487,0
426,570,881,0
427,472,368,0
428,867,606,0
429,922,596,0
430,339,467,0
431,448,732,0
432,224,790,0
433,448,310,0
434,289,486,0
435,153,207,0
436,123,334,0
437,466,865,0
438,789,674,0
439,764,962,0
440,479,540,0
441,853,390,0
442,759,449,0
443,957,564,0
444,908,97,0
445,204,295,0
446,707,242,0
447,227,512,0
448,437,857,0
449,123,334,0
450,218,518,0
451,188,388,0
452,444,107,0
453,657,301,0
454,728,685,0
455,123,334,0
456,9,140,0
457,531,454,0
458,235,749,0
459,420,826,0
460,338,348,0
461,286,992,0
462,609,100,0
463,754,340,0
464,164,407,0
465,244,722,0
466,531,191,0
467,14,521,0
468,41,818,0
469,252,467,0
470,889,725,0
471,187,864,0
472,952,64,0
473,42,908,0
474,286,821,0
475,472,368,0
476,128,15,0
477,908,97,0
478,979,592,0
479,17,187,0
480,256,472,0
481,747,862,0
482,766,976,0
483,7,738,0
484,922,596,0
485,874,535,0
486,509,300,0
487,31,638,0
488,737,600,0
489,821,894,0
490,531,191,0
491,138,787,0
492,539,719,0
493,506,326,0
494,201,886,0
495,752,295,0
496,952,64,0
497,772,902,0
498,147,271,0
499,617,874,0
500,709,719,0
501,197,116,0
502,994,367,0
503,20,665,0
504,783,772,0
505,889,28,0
506,954,26,0
507,591,360,0
508,207,480,0
509,324,330,0
510,81,972,0
511,918,564,0
512,843,821,0
513,153,207,0
514,379,431,0
515,580,938,0
516,972,863,0
517,998,181,0
518,747,862,0
519,446,955,0
520,720,856,0
521,531,191,0
522,772,645,0
523,723,984,0
524,824,276,0
525,86,711,0
526,878,293,0
527,86,711,0
528,583,259,0
529,219,212,0
530,639,975,0
531,359,515,0
532,531,454,0
533,431,644,0
534,912,341,0
535,697,358,0
536,116,201,0
537,145,808,0
538,840,268,0
539,49,952,0
540,933,144,0
541,297,780,0
542,218,518,0
543,24,286,0
544,787,637,0
545,725,647,0
546,770,10,0
547,753,696,0
548,665,388,0
549,838,487,0
550,346,721,0
551,625,706,0
552,994,367,0
553,313,536,0
554,141,410,0
555,842,746,0
556,481,227,0
557,821,894,0
558,882,798,0
559,554,306,0
560,943,895,0
561,783,772,0
562,678,138,0
563,146,852,0
564,678,138,0
565,201,886,0
566,206,322,0
567,689,678,0
568,725,314,0
569,832,690,0
570,770,10,0
571,303,748,0
572,938,897,0
573,640,502,0
574,912,408,0
575,296,975,0
576,297,780,0
577,509,300,0
578,640,502,0
579,212,988,0
580,843,224,0
581,954,26,0
582,512,516,0
583,208,730,0
584,313,536,0
585,377,859,0
586,833,570,0
587,472,619,0
588,824,724,0
589,737,600,0
590,710,321,0
591,142,554,0
592,426,424,0
593,779,853,0
594,832,690,0
595,97,95,0
596,235,749,0
597,832,690,0
598,35,718,0
599,664,386,0
600,266,164,0
601,652,317,0
602,531,454,0
603,103,227,0
604,100,307,0
605,359,515,0
606,347,564,0
607,853,390,0
608,195,801,0
609,492,587,0
610,660,105,0
611,377,859,0
612,182,648,0
613,912,408,0
614,113,910,0
615,980,613,0
616,598,416,0
617,917,490,0
618,116,277,0
619,746,163,0
620,658,955,0
621,297,780,0
622,827,798,0
623,203,990,0
624,931,70,0
625,897,269,0
626,605,665,0
627,138,787,0
628,503,720,0
629,102,16,0
630,586,579,0
631,719,860,0
632,838,277,0
633,895,403,0
634,160,347,0
635,327,703,0
636,260,275,0
637,576,793,0
638,840,268,0
639,425,449,0
640,772,902,0
641,80,706,0
642,911,19,0
643,406,66,0
644,214,683,0
645,82,182,0
646,7,759,0
647,824,724,0
648,418,261,0
649,660,417,0
650,917,490,0
651,501,306,0
652,491,812,0
653,542,91,0
654,867,606,0
655,425,299,0
656,895,403,0
657,434,662,0
658,291,60,0
659,230,609,0
660,373,255,0
661,25,635,0
662,941,965,0
663,3,962,0
664,338,348,0
665,555,329,0
666,591,360,0
667,576,793,0
668,269,567,0
669,424,527,0
670,481,227,0
671,197,116,0
672,724,29,0
673,42,908,0
674,208,459,0
675,164,407,0
676,827,798,0
677,301,565,0
678,542,91,0
679,931,70,0
680,224,790,0
681,20,311,0
682,759,237,0
683,856,71,0
684,591,360,0
685,286,821,0
686,3,208,0
687,145,808,0
688,95,764,0
689,686,642,0
690,843,224,0
691,339,467,0
692,437,857,0
693,113,910,0
694,640,622,0
695,787,637,0
696,428,183,0
697,141,410,0
698,479,540,0
699,961,157,0
700,630,820,0
701,531,191,0
702,678,138,0
703,887,361,0
704,541,459,0
705,479,540,0
706,359,901,0
707,961,157,0
708,568,360,0
709,913,802,0
710,131,433,0
711,253,812,0
712,219,212,0
713,725,647,0
714,458,936,0
715,779,853,0
716,827,798,0
717,916,605,0
718,284,608,0
719,752,295,0
720,172,449,0
721,852,401,0
722,347,346,0
723,664,386,0
724,544,574,0
725,379,969,0
726,404,512,0
727,911,19,0
728,853,390,0
729,433,496,0
730,227,512,0
731,754,156,0
732,591,360,0
733,993,671,0
734,289,486,0
735,639,975,0
736,481,609,0
737,289,549,0
738,466,865,0
739,804,956,0
740,324,330,0
741,97,95,0
742,9,916,0
743,711,990,0
744,376,143,0
745,963,494,0
746,711,988,0
747,542,91,0
748,889,725,0
749,726,98,0
750,181,88,0
751,494,553,0
752,757,330,0
753,108,997,0
754,97,95,0
755,675,668,0
756,356,192,0
757,791,9,0
758,559,729,0
759,570,881,0
760,930,785,0
761,210,72,0
762,420,826,0
763,804,956,0
764,346,721,0
765,163,987,0
766,630,820,0
767,559,729,0
768,79,88,0
769,126,676,0
770,972,863,0
771,256,472,0
772,131,433,0
773,180,911,0
774,970,359,0
775,82,182,0
776,491,812,0
777,624,837,0
778,542,44,0
779,961,157,0
780,81,972,0
781,208,730,0
782,709,719,0
783,45,814,0
784,97,184,0
785,838,487,0
786,230,609,0
787,606,313,0
788,887,361,0
789,660,309,0
790,598,94,0
791,430,101,0
792,636,879,0
793,338,348,0
794,208,730,0
795,379,431,0
796,725,647,0
797,916,605,0
798,660,309,0
799,961,157,0
800,997,199,0
801,210,72,0
802,49,952,0
803,709,273,0
804,598,94,0
805,641,294,0
806,849,651,0
807,129,963,0
808,692,400,0
809,398,810,0
810,206,322,0
811,930,770,0
812,444,107,0
813,850,590,0
814,486,179,0
815,244,722,0
816,253,812,0
817,458,936,0
818,889,28,0
819,14,521,0
820,833,570,0
821,766,976,0
822,961,157,0
823,95,764,0
824,339,467,0
825,858,940,0
826,660,309,0
827,858,940,0
828,20,311,0
829,413,459,0
830,48,308,0
831,711,990,0
832,602,412,0
833,897,269,0
834,692,400,0
835,3,962,0
836,636,879,0
837,395,153,0
838,777,944,0
839,770,10,0
840,889,28,0
841,153,200,0
842,206,322,0
843,641,294,0
844,649,322,0
845,849,651,0
846,933,144,0
847,219,212,0
848,406,66,0
849,420,826,0
850,239,806,0
851,757,330,0
852,17,187,0
853,492,840,0
854,512,516,0
855,425,299,0
856,977,376,0
857,145,808,0
858,976,447,0
859,895,403,0
860,428,682,0
861,824,724,0
862,810,313,0
863,922,596,0
864,723,984,0
865,82,165,0
866,204,295,0
867,61,487,0
868,895,403,0
869,536,923,0
870,930,770,0
871,662,611,0
872,858,940,0
873,791,9,0
874,747,862,0
875,95,764,0
876,380,225,0
877,486,179,0
878,103,776,0
879,217,421,0
880,697,358,0
881,662,611,0
882,207,693,0
883,413,459,0
884,602,412,0
885,103,227,0
886,65,585,0
887,52,899,0
888,977,376,0
889,764,98,0
890,994,367,0
891,852,401,0
892,48,308,0
893,214,179,0
894,794,995,0
895,253,33,0
896,842,746,0
897,702,407,0
898,201,478,0
899,710,321,0
900,269,567,0
901,42,908,0
902,558,159,0
903,747,862,0
904,261,279,0
905,138,787,0
906,772,685,0
907,49,952,0
908,428,682,0
909,665,388,0
910,998,181,0
911,63,748,0
912,922,596,0
913,218,518,0
914,888,40,0
915,81,972,0
916,931,70,0
917,917,850,0
918,128,15,0
919,153,196,0
920,204,295,0
921,146,852,0
922,815,845,0
923,487,600,0
924,889,725,0
925,570,881,0
926,501,306,0
927,491,812,0
928,420,826,0
929,147,271,0
930,911,19,0
931,346,721,0
932,469,685,0
933,931,70,0
934,980,613,0
935,244,722,0
936,379,969,0
937,279,660,0
938,424,527,0
939,97,95,0
940,103,227,0
941,216,638,0
942,117,98,0
943,180,911,0
944,700,72,0
945,938,897,0
946,606,313,0
947,60,327,0
948,678,138,0
949,682,261,0
950,147,271,0
951,531,191,0
952,537,400,0
953,605,665,0
954,658,955,0
955,821,894,0
956,434,662,0
957,572,894,0
958,891,859,0
959,457,43,0
960,80,146,0
961,235,749,0
962,492,840,0
963,225,936,0
964,253,33,0
965,568,360,0
966,289,486,0
967,286,821,0
968,746,163,0
969,426,424,0
970,842,746,0
971,605,665,0
972,917,490,0
973,664,386,0
974,131,433,0
975,541,502,0
976,267,187,0
977,606,313,0
978,701,429,0
979,952,64,0
980,93,793,0
981,404,512,0
982,196,710,0
983,93,793,0
984,867,606,0
985,364,964,0
986,472,368,0
987,407,840,0
988,235,749,0
989,878,438,0
990,664,386,0
991,303,748,0
992,759,237,0
993,446,26,0
994,458,936,0
995,167,596,0
996,297,780,0
997,116,277,0
998,146,852,0
999,126,676,0
1000,512,516,0
1001,138,787,0
1002,261,279,0
1003,537,122,0
1004,711,988,0
1005,602,412,0
1006,410,710,0
1007,284,608,0
1008,24,286,0
1009,660,105,0
1010,997,199,0
1011,361,508,0
1012,477,34,0
1013,116,201,0
1014,103,776,0
1015,753,696,0
1016,82,165,0
1017,267,187,0
1018,129,963,0
1019,536,923,0
1020,319,496,0
1021,516,906,0
1022,347,564,0
1023,296,975,0
1024,641,294,0
1025,52,163,0
1026,237,795,0
1027,472,619,0
1028,413,459,0
1029,709,273,0
1030,800,90,0
1031,766,976,0
1032,196,529,0
1033,433,496,0
1034,24,286,0
1035,523,291,0
1036,555,329,0
1037,448,310,0
1038,181,247,0
1039,641,294,0
1040,448,365,0
1041,843,224,0
1042,878,438,0
1043,230,609,0
1044,764,98,0
1045,683,846,0
1046,833,570,0
1047,145,808,0
1048,912,408,0
1049,466,865,0
1050,770,21,0
1051,339,467,0
1052,554,306,0
1053,237,822,0
1054,686,642,0
1055,182,648,0
1056,208,730,0
1057,410,710,0
1058,642,983,0
1059,210,72,0
1060,418,261,0
1061,5,77,0
1062,201,478,0
1063,617,874,0
1064,261,279,0
1065,308,877,0
1066,289,549,0
1067,887,939,0
1068,791,9,0
1069,979,592,0
1070,678,138,0
1071,917,490,0
1072,976,447,0
1073,764,307,0
1074,684,748,0
1075,418,261,0
1076,241,989,0
1077,89,416,0
1078,537,400,0
1079,555,329,0
1080,113,220,0
1081,541,502,0
1082,660,417,0
1083,692,400,0
1084,416,248,0
1085,252,467,0
1086,203,990,0
1087,219,212,0
1088,123,334,0
1089,129,963,0
1090,660,309,0
1091,407,840,0
1092,180,911,0
1093,289,486,0
1094,380,225,0
1095,900,593,0
1096,724,29,0
1097,331,855,0
1098,930,770,0
1099,345,525,0
1100,121,700,0
1101,503,720,0
1102,998,181,0
1103,686,642,0
1104,108,997,0
1105,419,145,0
1106,45,814,0
1107,710,321,0
1108,153,207,0
1109,583,707,0
1110,598,94,0
1111,625,706,0
1112,893,984,0
1113,167,596,0
1114,225,936,0
1115,35,718,0
1116,664,386,0
1117,126,343,0
1118,389,324,0
1119,196,710,0
1120,164,407,0
1121,624,837,0
1122,486,179,0
1123,912,408,0
1124,541,502,0
1125,930,785,0
1126,889,725,0
1127,335,179,0
1128,448,732,0
1129,798,485,0
1130,591,360,0
1131,880,854,0
1132,554,306,0
1133,204,295,0
1134,136,733,0
1135,838,277,0
1136,971,323,0
1137,359,901,0
1138,376,143,0
1139,194,868,0
1140,244,722,0
1141,591,360,0
1142,367,363,0
1143,931,70,0
1144,874,138,0
1145,5,77,0
1146,457,43,0
1147,598,94,0
1148,201,886,0
1149,142,554,0
1150,640,502,0
1151,314,340,0
1152,586,579,0
1153,113,910,0
1154,426,424,0
1155,269,567,0
1156,126,676,0
1157,437,857,0
1158,707,242,0
1159,641,46,0
1160,319,496,0
1161,707,242,0
1162,194,799,0
1163,418,261,0
1164,334,715,0
1165,208,730,0
1166,900,593,0
1167,779,853,0
1168,513,267,0
1169,770,864,0
1170,536,923,0
1171,867,606,0
1172,218,518,0
1173,489,561,0
1174,102,16,0
1175,196,710,0
1176,469,685,0
1177,94,231,0
1178,279,660,0
1179,766,882,0
1180,425,299,0
1181,364,964,0
1182,539,719,0
1183,874,138,0
1184,208,730,0
1185,874,138,0
1186,116,201,0
1187,833,570,0
1188,97,95,0
1189,356,192,0
1190,909,816,0
1191,859,74,0
1192,52,899,0
1193,791,403,0
1194,908,97,0
1195,419,145,0
1196,123,970,0
1197,359,901,0
1198,575,430,0
1199,783,772,0
1200,849,651,0
1201,606,313,0
1202,858,940,0
